,Unnamed: 0,question_and_options,answer,difficulty
53,53,"<div><p>Consider the following statements about ‘the Charter Act of 1813’:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; It ended the trade monopoly of the East India Company in India except for trade in tea and trade with China.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; It asserted the sovereignty of the British Crown over the Indian territories held by the Company.</p><p>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The revenues of India were now controlled by the British Parliament.</p><p>Which of the statements given above are correct?&nbsp;&nbsp;</p><p>(a) 1 and 2 only&nbsp;</p><p>(b) 2 and 3 only</p><p>(c) 1 and 3 only</p><p>(d) 1, 2 and 3</p></div>",a,Difficult
54,54,<div><p>With reference to Swadeshi Movement consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; It contributed to the revival of the indigenous artisan crafts and industries.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The National Council of Education was established as a part of Swadeshi Movement.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 only</p><p>(b) 2 only</p><p>(c) Both 1 and 1</p><p>(d) Neither 1 nor 2</p></div>,c,Easy
55,55,"<div><p>Consider the following pairs:</p><table border=""1"" data-mce-selected=""1""><tbody><tr><td width=""100""><strong>Movement/Organization </strong></div>",d,Easy
56,56,<div><p>Which one of the following is <em><strong>not</strong></em> a Harappan site?&nbsp;&nbsp;</p><p>(a) Chanhudaro</p><p>(b) Kot Diji</p><p>(c) Sohgaura</p><p>(d) Desalpur</p></div>,c,Difficult
57,57,<div><p>In which of the following relief sculpture inscriptions is ‘Ranyo Ashoka’ (King Ashoka) mentioned along with the stone portrait of Ashoka?</p><p>(a) Kanganahalli </p><p>(b) Sanchi</p><p>(c) Shahbazgarhi</p><p>(d) Sohgaura</p></div>,a,Difficult
58,58,"<div><p>Consider the following statements:</p><p>1. Deification of the Buddha</p><p>2. Trading the path of Bodhisattvas</p><p>3. Image worship and rituals</p><p>Which of the above is/are the feature/features of Mahayana Buddhism?</p><p>(a) 1 only</p><p>(b) 1 and 2 only</p><p>(c) 2 and 3 only</p><p>(d) 1, 2 and 3</p></div>",d,Easy
59,59,"<div><p>With refence to forced labour (Vishti) in India during the Gupta period, which one of the following statements is correct?</p><p>(a) It was considered a source of income for the State, a sort of tax paid by the people. </p><p>(b) It was totally absent in the Madhya Pradesh and Kathiawar region of the Gupta Empire.</p><p>(c) The forced labourer was entitled to weekly wages.</p><p>(d) The eldest son of the labourer was sent as the forced labourer.</p></div>",a,Difficult
60,60,"<div><p>Which one of the following groups of plants were domesticated in the ‘New World’ and introduced into the ‘Old World’?</p><p>(a) Tobacco, cocoa and rubber</p><p>(b) Tobacco, cotton and rubber</p><p>(c) Cotton, coffee and sugarcane</p><p>(d) Rubber, coffee and wheat</p></div>",a,Medium
61,61,"<div><p>Consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Asiatic lion is naturally found in India only.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Double-humped camel is naturally found in India only.</p><p>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; One-horned rhinoceros is naturally found in India only.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 only</p><p>(b) 2 only</p><p>(c) 1 and 3 only</p><p>(d) 1, 2 and 3</p></div>",a,Medium
62,62,"<div><p>Consider the following pairs:</p><table border=""1""><tbody><tr><td width=""100""><strong>Famous Place</strong></div>",a,Difficult
63,63,"<div><p>In a given year in India, official poverty lines are higher in some States than in others because</p><p>(a) poverty rates vary from State to State</p><p>(b) price levels vary from State to State</p><p>(c) Gross State Product varies from State to State</p><p>(d) quality of public distribution varies from State to State</p></div>",b,Difficult
64,64,<div><p>In the context of which of the following do some scientists suggest the used of cirrus cloud thinning technique and the injection of sulphate aerosol into stratosphere?</p><p>(a) Creating the artificial rains in some regions</p><p>(b) Reducing the frequency and intensity of tropical cyclones</p><p>(c) Reducing the adverse effects of solar wind on the Earth</p><p>(d) Reducing the global warming</p></div>,d,Easy
65,65,<div><p>In the context of which one of the following are the terms ‘pyrolysis and plasma gasification’ mentioned? </p><p>(a) Extraction of rare earth elements</p><p>(b) Natural gas extraction technologies</p><p>(c) Hydrogen fuel-based automobiles</p><p>(d) Waste-to-energy technologies</p></div>,d,Easy
66,66,"<div><p>Which of the following are in Agasthyamala Biosphere Reserve? </p><p>(a) Neyyar, Peppara and Shendurney Wildlife Sanctuaries; and Kalakad Mundanthurai Tiger Reserve</p><p>(b) Mudumalai, Sathyamangalam and Wayanand Wildlife Sanctuaries; and Silent Valley National Park</p><p>(c) Kaundinya, Gundla Brahmeswaram and Papikonda Wildlife Sanctuaries; and Mukurthi National Park</p><p>(d) Kawal and Sri Venkateswara Wildlife Sanctuaries; and Nagarjunasagar-Srisailam Tiger Reserve</p></div>",a,Medium
67,67,"<div><p>Consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Some species of turtles are herbivores.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Some species of fish are herbivores.</p><p>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Some species of marine mammals are herbivores.</p><p>4.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Some species of snakes are viviparous.</p><p>Which of the statements given above are correct?</p><p>(a) 1 and 3 only</p><p>(b) 2, 3 and 4 only</p><p>(c) 2 and 4 only</p><p>(d) 1, 2, 3 and 4</p></div>",d,Difficult
68,68,"<div><p>Consider the following pairs:</p><table border=""1""><tbody><tr><td width=""100""><strong>Wildlife</strong></div>",c,Easy
69,69,<div><p>Why is there a great concern about the ‘microbeads’ that are released into environment?</p><p>(a) They are considered harmful to marine ecosystems.</p><p>(b) They are considered to cause skin cancer in children.</p><p>(c) They are small enough to be absorbed by crop plants in irrigated fields.</p><p>(d) They are often found to be used as food adulterants.</p></div>,a,Easy
70,70,<div><p>Building ‘Kalyaana Mandapas’ was a notable feature in the temple construction in the kingdom of </p><p>(a) Chalukya</p><p>(b) Chandela</p><p>(c) Rashtrakuta</p><p>(d) Vijayanagara</p></div>,d,Medium
71,71,"<div><p>Consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; In the revenue administration of Delhi Sultanate, the in-charge of revenue collection was known as ‘Amil’.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The Iqta system of Sultans of Delhi was an ancient indigenous institution.</p><p>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The office of ‘Mir Bakshi’ came into existence during the reign of Khalji Sultans of Delhi.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 only</p><p>(b) 1 and 2 only</p><p>(c) 3 only</p><p>(d) 1, 2 and 3</p></div>",a,Difficult
72,72,<div><p>Consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Saint Nimbarka was a contemporary of Akbar.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Saint Kabir was greatly influenced by Shaikh Ahmad Sirhindi.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 only</p><p>(b) 2 only</p><p>(c) Both 1 and 2</p><p>(d) Neither 1 nor 2</p></div>,d,Difficult
73,73,"<div><p>With reference to the British colonial rule in India, consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Mahatma Gandhi was instrumental in the abolition of the system of ‘indentured labour’.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; In Lord Chelmsford’s War Conference’, Mahatma Gandhi did not support the resolution on recruiting Indians for World War.</p><p>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Consequent upon the breaking of Salt Law by Indian people, the Indian National Congress was declared illegal by the colonial rulers.</p><p>Which of the statements given above are correct?</p><p>(a) 1 and 2 only</p><p>(b) 1 and 3 only</p><p>(c) 2 and 3 only</p><p>(d) 1, 2 and 3</p></div>",b,Medium
74,74,"<div><p>With reference to Indian National Movement, consider the following pairs:</p><table border=""1"" data-mce-selected=""1""><tbody><tr><td width=""100""><strong>Person</strong></div>",d,Medium
75,75,"<div><p>With reference to Mian Tansen, which one of the following statements is <em><strong>not</strong></em> correct?&nbsp;&nbsp;</p><p>(a) Tansen was the title given to him by Emperor Akbar.</p><p>(b) Tansen composed Dhrupada on Hindu gods and goddesses.</p><p>(c) Tansen composed songs on his patrons.</p><p>(d) Tansen invented many Ragas.</p></div>",a,Difficult
76,76,<div><p>Who among the following Mughal Emperors shifted emphasis from illustrated manuscripts to album and individual portrait?</p><p>(a) Humayun</p><p>(b) Akbar</p><p>(c) Jahangir</p><p>(d) Shah Jahan</p></div>,c,Difficult
77,77,<div><p>Which one of the following National Parks lies completely in the temperate alpine</p><p>(a) Manas National Park</p><p>(b) Namdahpa National Park</p><p>(c) Neora Valley National Park</p><p>(d) Valley of Flowers National Park</p></div>,d,Difficult
78,78,<div><p>Atal Innovation Mission is set up under the</p><p>(a) Department of Science and Technology</p><p>(b) Ministry of Labour and Employment</p><p>(c) NITI Aayog</p><p>(d) Ministry of Skill Development and Entrepreneurship</p></div>,c,Easy
79,79,"<div><p>On 21st June, the Sun</p><p>(a) does not set below the horizon at the Arctic Circle</p><p>(b) does not set below the horizon at Antarctic Circle</p><p>(c) shines vertically overhead at noon on the Equator</p><p>(d) shines vertically overhead at the Tropic of Capricorn</p></div>",a,Medium
80,80,"<div><p>Consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Agricultural soils release nitrogen oxides into environment.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cattle release ammonia into environment.</p><p>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Poultry industry releases reactive nitrogen compounds into environment.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 and 3 only</p><p>(b) 2 and 3 only</p><p>(c) 2 only</p><p>(d) 1, 2 and 3</p></div>",d,Medium
81,81,"<div><p>What is common to the places known as Aliyar, Isapur and Kangsabati?</p><p>(a) Recently discovered uranium deposits</p><p>(b) Tropical rain forests</p><p>(c) Underground cave systems</p><p>(d) Water reservoirs</p></div>",d,Difficult
82,82,"<div><p>In the context of proposals to the use of hydrogen-enriched CNG (H-CNG) as fuel for buses in public transport, consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The main advantage of the use of H-CNG is the elimination of carbon monoxide emissions.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; H-CNG as fuel reduces carbon dioxide and hydrocarbon emissions.</p><p>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Hydrogen up to one-fifth by volume can be blended with CNG as fuel for buses.</p><p>4.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; H-CNG makes the fuel less expensive than CNG.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 only</p><p>(b) 2 and 3 only</p><p>(c) 4 only</p><p>(d) 1, 2, 3 and 4</p></div>",b,Medium
83,83,<div><p>Why are dewdrops <em><strong>not</strong> </em>formed on a cloudy night?</p><p>(a) Clouds absorb the radiation released from the Earth’s surface.</p><p>(b) Clouds reflect back the Earth’s radiation.</p><p>(c) The Earth’s surface would have low temperature on cloudy nights.</p><p>(d) Clouds deflect the blowing wind to ground level.</p></div>,b,Medium
84,84,<div><p>Consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The 44th Amendment to the Constitution of India introduced an Article placing the election of the Prime Minister beyond judicial review.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The Supreme Court of India struck down the 99th Amendment to the Constitution of India as being violative of the independence of judiciary.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 only</p><p>(b) 2 only</p><p>(c) Both 1 and 2</p><p>(d) Neither 1 nor 2</p></div>,b,Difficult
85,85,"<div><p>Consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The motion to impeach a Judge of the Supreme Court of Indian cannot be rejected by the Speaker of the Lok Sabha as per the Judges (Inquiry) Act, 1968.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The Constitution of India defines and gives details of what constitutes ‘incapacity and proved misbehaviour’ of the Judges of the Supreme Court of India.</p><p>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The details of the process of impeachment of the Judges of the Supreme Court of India are given in the Judges (Inquiry) Act, 1968.</p><p>4.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; If the motion for the impeachment of a Judge is taken up for voting, the law requires the motion to be backed by each House of the Parliament and supported by a majority of total membership of that House and by not less than two-thirds of total members of that House present and voting</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 and 2</p><p>(b) 3 only</p><p>(c) 3 and 4 only</p><p>(d) 1, 3 and 4</p></div>",c,Medium
86,86,<div><p>The Ninth Schedule was introduced in the Constitution of India during the prime ministership of </p><p>(a) Jawaharlal Nehru </p><p>(b) Lal Bahadur Shastri&nbsp;</p><p>(c) Indira Gandhi</p><p>(d) Morarji Desai</p></div>,a,Easy
87,87,"<div><p>Consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Coal sector was nationalized by the Government of India under Indira Gandhi.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Now, coal blocks are allocated on lottery basis.</p><p>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Till recently, India imported coal to meet the shortages of domestic supply, but now India is self-sufficient in coal product.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 only </p><p>(b) 2 and 3 only</p><p>(c) 3 only</p><p>(d) 1, 2 and 3</p></div>",a,Easy
88,88,"<div><p>Consider the following statements:</p><p>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The Parliament (Prevention of Disqualification) Act, 1959 exempts several posts from disqualification on the grounds of ‘Office of Profit’.</p><p>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The above-mentioned Act was amended five times.</p><p>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The term ‘Office of Profit’ is well-defined in the Constitution of India.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 and 2 only</p><p>(b) 3 only</p><p>(c) 2 and 3 only</p><p>(d) 1, 2 and 3</p></div>",a,Easy
